TIME,feed,faecal_1,faecal_2,faecal_3
29/05/2021 14:59,0,0,0,0
29/05/2021 15:00,0.002536783,0.031075596,0.039827499,0.05339929
29/05/2021 18:00,0.002536783,0.031075596,0.039827499,0.05339929
29/05/2021 18:01,0,0,0,0
30/05/2021 00:01,0,0,0,0
30/05/2021 06:59,0,0,0,0
30/05/2021 07:00,0.002536783,0.031075596,0.039827499,0.05339929
30/05/2021 10:00,0.002536783,0.031075596,0.039827499,0.05339929
30/05/2021 10:01,0,0,0,0
30/05/2021 14:59,0,0,0,0
30/05/2021 15:00,0.002536783,0.031075596,0.039827499,0.05339929
30/05/2021 18:00,0.002536783,0.031075596,0.039827499,0.05339929
30/05/2021 18:01,0,0,0,0
31/05/2021 00:01,0,0,0,0
31/05/2021 06:59,0,0,0,0
31/05/2021 07:00,0.002536783,0.031075596,0.039827499,0.05339929
31/05/2021 10:00,0.002536783,0.031075596,0.039827499,0.05339929
31/05/2021 10:01,0,0,0,0
31/05/2021 14:59,0,0,0,0
31/05/2021 15:00,0.002536783,0.031075596,0.039827499,0.05339929
31/05/2021 18:00,0.002536783,0.031075596,0.039827499,0.05339929
31/05/2021 18:01,0,0,0,0
